Wall time,Step,Value
1528495551.2128935,25,0.3555276393890381
1528495566.5476425,30,0.33801019191741943
1528495625.163788,50,0.28729280829429626
1528495639.2890942,55,0.5558823347091675
1528495667.6369588,65,0.4912280738353729
1528495682.302541,70,0.37022900581359863
1528495697.0351846,75,0.34645670652389526
1528495739.6174388,90,0.4099999964237213
1528495754.0763896,95,0.3105095624923706
1528495768.2898219,100,0.32824426889419556
1528495824.9612803,120,0.4602648913860321
1528495951.9701943,165,0.44495412707328796
1528495994.0041485,180,0.4424999952316284
1528496050.5659492,200,0.425595223903656
1528496078.806857,210,0.40937501192092896
1528496106.7638423,220,0.5564516186714172
1528496120.8662512,225,0.25342464447021484
1528496148.84442,235,0.17916665971279144
1528496176.9880826,245,0.4076923131942749
1528496191.1166608,250,0.20999999344348907
1528496233.006767,265,0.35546875
1528496246.8577738,270,0.2182539701461792
1528496260.7354884,275,0.13805970549583435
1528496274.6859531,280,0.18617020547389984
1528496288.798599,285,0.40833333134651184
1528496345.060677,305,0.4590163826942444
1528496373.1278265,315,0.1666666716337204
1528496401.295703,325,0.3958333432674408
1528496415.6539192,330,0.3070175349712372
1528496429.8012757,335,0.4930555522441864
1528496443.744167,340,0.2916666567325592
1528496485.7895834,355,0.19166666269302368
1528496499.5903492,360,0.4000000059604645
1528496513.6263273,365,0.20000000298023224
1528496527.8621776,370,0.3881579041481018
1528496598.1920788,395,0.5625
1528496668.4275541,420,0.2321428507566452
1528496682.566014,425,0.0833333358168602
1528496710.5901818,435,0.27419355511665344
1528496724.5476494,440,0.484375
1528496738.6276646,445,0.32758620381355286
1528496808.3699963,470,0.5
1528496920.1386273,510,0.07999999821186066
1528496962.3990018,525,0.5
1528496976.2011676,530,0.3636363744735718
1528497074.246812,565,0.32894736528396606
1528497116.443114,580,0.20454545319080353
1528497144.4110968,590,0.5416666865348816
1528497228.2951467,620,0.23076923191547394
1528497242.3931959,625,0.4736842215061188
1528497256.331787,630,0.17105263471603394
1528497298.206987,645,0.10000000149011612
1528497312.463924,650,0.23076923191547394
1528497410.3008165,685,0.38461539149284363
1528497438.3047068,695,0.3333333432674408
1528497466.5427315,705,0.4749999940395355
1528497480.5756602,710,0.40909090638160706
1528497494.6526313,715,0.2884615361690521
1528497508.7295885,720,0.3076923191547394
1528497591.148245,750,0.5870097875595093
1528497633.3376348,765,0.31951218843460083
1528497661.586387,775,0.3580402135848999
1528497689.6865263,785,0.32454127073287964
1528497703.8960338,790,0.4166666567325592
1528497717.6749797,795,0.3756983280181885
1528497759.5489228,810,0.48469388484954834
1528497801.7715185,825,0.3562992215156555
1528497829.4268916,835,0.48653846979141235
1528497843.4689975,840,0.40799999237060547
1528497885.3997836,855,0.4178832173347473
1528497955.3123643,880,0.4495798349380493
1528497969.3669674,885,0.3842105269432068
1528497983.4290013,890,0.34112149477005005
1528498011.3723767,900,0.39210525155067444
1528498053.870819,915,0.5229358077049255
1528498081.7820482,925,0.6472602486610413
1528498095.726735,930,0.5149999856948853
1528498123.7277052,940,0.5653409361839294
1528498152.22275,950,0.4583333432674408
1528498166.32573,955,0.5333333611488342
1528498264.3797898,990,0.4027777910232544
1528498375.7716644,1030,0.27659574151039124
1528498389.8553543,1035,0.4333333373069763
1528498403.7554343,1040,0.37244898080825806
1528498460.1095736,1060,0.3464912176132202
1528498502.2577703,1075,0.4427083432674408
1528498544.5005388,1090,0.3958333432674408
1528498600.3774164,1110,0.4714285731315613
1528498614.405069,1115,0.38333332538604736
1528498642.6786087,1125,0.23648647964000702
1528498670.7956831,1135,0.5428571701049805
1528498698.8040378,1145,0.6490384340286255
1528498740.804585,1160,0.2410714328289032
1528498754.9714322,1165,0.3712121248245239
1528498768.9310138,1170,0.3303571343421936
1528498811.0383503,1185,0.20967741310596466
1528498950.4020472,1235,0.2983871102333069
1528498978.2616916,1245,0.3125
1528499062.984071,1275,0.5625
1528499104.7753375,1290,0.4431818127632141
1528499118.737632,1295,0.16304348409175873
1528499132.618906,1300,0.2708333432674408
1528499146.6713548,1305,0.5699999928474426
1528499174.6458619,1315,0.3947368562221527
1528499230.6796217,1335,0.3499999940395355
1528499259.6058128,1345,0.32499998807907104
1528499287.4836376,1355,0.4166666567325592
1528499316.0360558,1365,0.30882352590560913
1528499386.0865252,1390,0.36538460850715637
1528499414.4537044,1400,0.38461539149284363
1528499470.3995686,1420,0.5892857313156128
1528499540.255486,1445,0.2916666567325592
1528499568.4630558,1455,0.42500001192092896
1528499582.533759,1460,0.3636363744735718
1528499652.6367652,1485,0.44999998807907104
1528499666.764964,1490,0.3636363744735718
1528499680.7385423,1495,0.4791666567325592
1528499707.0334995,1505,0.5495207905769348
1528499721.174145,1510,0.395061731338501
1528499735.082615,1515,0.37682926654815674
1528499791.5761964,1535,0.44380733370780945
1528499805.8088233,1540,0.4858756959438324
1528499833.640608,1550,0.7237569093704224
1528499875.345466,1565,0.8333333134651184
1528499931.5157657,1585,0.7076923251152039
1528499945.6267805,1590,0.7760000228881836
1528499959.7552867,1595,0.7579618096351624
1528499973.6676493,1600,0.8091602921485901
1528500001.937478,1610,0.8205128312110901
1528500043.6535223,1625,0.6991150379180908
1528500057.687535,1630,0.8151260614395142
1528500071.8204324,1635,0.8842105269432068
1528500113.7970912,1650,0.800000011920929
1528500127.9519663,1655,0.8192771077156067
1528500156.3304522,1665,0.8256880640983582
1528500240.2040339,1695,0.807692289352417
1528500268.6875157,1705,0.8933333158493042
1528500310.6367972,1720,0.8870967626571655
1528500324.732549,1725,0.8082191944122314
1528500352.7358353,1735,0.8666666746139526
1528500366.965557,1740,0.9814814925193787
1528500436.8115382,1765,0.859375
1528500450.6559925,1770,0.8888888955116272
1528500478.4877832,1780,0.978723406791687
1528500506.515706,1790,0.9591836929321289
1528500520.435161,1795,0.8775510191917419
1528500534.6118271,1800,0.9230769276618958
1528500576.986035,1815,0.9583333134651184
1528500633.507546,1835,0.9722222089767456
1528500675.4192693,1850,0.9230769276618958
1528500689.5349429,1855,1.0
1528500717.3768554,1865,0.8444444537162781
1528500773.8150022,1885,0.9428571462631226
1528500787.8103297,1890,0.9714285731315613
1528500801.925119,1895,0.8653846383094788
1528500829.9439797,1905,0.9210526347160339
1528500843.946218,1910,1.0
1528500900.5738127,1930,0.9583333134651184
1528500914.3737113,1935,0.9354838728904724
1528500928.4662817,1940,1.0
1528500956.510335,1950,0.9142857193946838
1528500970.707556,1955,1.0
1528500984.6538413,1960,1.0
1528500998.607184,1965,1.0
1528501138.648531,2015,1.0
1528501208.677109,2040,1.0
1528501306.9540179,2075,1.0
1528501320.990153,2080,0.9090909361839294
1528501391.0951376,2105,0.9523809552192688
1528501405.2179236,2110,1.0
1528501432.967215,2120,1.0
1528501460.9979355,2130,1.0
1528501517.0318377,2150,1.0
1528501642.9005644,2195,1.0
1528501657.2434258,2200,1.0
1528501671.124848,2205,1.0
1528501685.1713336,2210,1.0
1528501727.2772157,2225,1.0
1528501809.5777667,2255,0.6261980533599854
1528501908.4130144,2290,0.7062146663665771
1528501922.2385385,2295,0.7597765326499939
1528501936.2192876,2300,0.7237569093704224
1528501950.0954928,2305,0.6647058725357056
1528501977.9206295,2315,0.8333333134651184
1528501992.170216,2320,0.8167939186096191
1528502034.1591468,2335,0.7076923251152039
1528502048.2321496,2340,0.7760000228881836
1528502062.3453906,2345,0.7579618096351624
1528502118.398063,2365,0.7426470518112183
1528502132.4035132,2370,0.7284768223762512
1528502188.4113574,2390,0.8504672646522522
1528502287.3461792,2425,0.8904109597206116
1528502329.3254485,2440,0.875
1528502343.4250286,2445,0.807692289352417
1528502371.9548135,2455,0.8933333158493042
1528502400.136808,2465,0.8732394576072693
1528502442.1626618,2480,0.8857142925262451
1528502595.9645517,2535,0.8666666746139526
1528502638.0295374,2550,0.9230769276618958
1528502652.3716433,2555,0.9344262480735779
1528502666.4362938,2560,0.8771929740905762
1528502694.6789248,2570,0.9285714030265808
1528502723.023211,2580,0.859649121761322
1528502737.0868309,2585,0.9722222089767456
1528502765.305051,2595,0.8846153616905212
1528502835.7463036,2620,0.9210526347160339
1528502849.835309,2625,0.9189189076423645
1528502934.0924685,2655,0.9210526347160339
1528502962.2246425,2665,0.9090909361839294
1528502976.2318816,2670,0.9285714030265808
1528502990.2942462,2675,1.0
1528503004.5249362,2680,0.9583333134651184
1528503018.3682039,2685,0.9354838728904724
1528503032.3974426,2690,1.0
1528503046.5273893,2695,1.0
1528503060.6487813,2700,0.9142857193946838
1528503074.840123,2705,1.0
1528503088.7751486,2710,1.0
1528503116.6869838,2720,0.9523809552192688
1528503158.9833047,2735,0.5080645084381104
1528503173.1248734,2740,0.875
1528503187.4350295,2745,0.9642857313156128
1528503215.6079032,2755,1.0
1528503272.554857,2775,0.9375
1528503300.519199,2785,1.0
1528503328.5657072,2795,1.0
1528503384.640777,2815,0.8947368264198303
1528503398.6820362,2820,1.0
1528503412.897713,2825,1.0
1528503469.119877,2845,0.949999988079071
1528503524.9921775,2865,1.0
1528503538.9109569,2870,1.0
1528503580.811193,2885,0.949999988079071
1528503609.0451872,2895,1.0
1528503623.3494077,2900,1.0
1528503637.2588701,2905,1.0
1528503651.2076714,2910,1.0
1528503665.3363576,2915,1.0
1528503679.2917497,2920,1.0
1528503707.3663743,2930,1.0
1528503721.2861388,2935,0.9230769276618958
1528503791.4786868,2960,1.0
1528503805.5419335,2965,1.0
1528503847.6643755,2980,1.0
1528503861.4630582,2985,1.0
1528503901.9403663,3000,0.7303921580314636
1528503930.2983065,3010,0.654321014881134
1528503986.7128549,3030,0.704081654548645
1528504014.7908077,3040,0.7062146663665771
1528504042.4902818,3050,0.7237569093704224
1528504070.343392,3060,0.7210884094238281
1528504112.6573079,3075,0.8267716765403748
1528504168.3511767,3095,0.7579618096351624
1528504182.2515361,3100,0.8091602921485901
1528504210.3666499,3110,0.8205128312110901
1528504251.9546773,3125,0.6991150379180908
1528504308.0975175,3145,0.811965823173523
1528504378.4845679,3170,0.8795180916786194
1528504477.0545268,3205,0.8933333158493042
1528504491.13076,3210,0.8500000238418579
1528504519.0474012,3220,0.8870967626571655
1528504533.1170592,3225,0.8082191944122314
1528504547.1461265,3230,0.8857142925262451
1528504560.979857,3235,0.8666666746139526
1528504575.1817453,3240,0.9814814925193787
1528504589.0182676,3245,0.892307698726654
1528504630.900257,3260,0.9298245906829834
1528504686.5117047,3280,0.978723406791687
1528504700.6211164,3285,0.8666666746139526
1528504756.7941022,3305,0.9344262480735779
1528504798.9739854,3320,0.9285714030265808
1528504827.2556088,3330,0.859649121761322
1528504841.2836275,3335,0.9722222089767456
1528504855.2252064,3340,0.9791666865348816
1528504897.312886,3355,1.0
1528504911.1303992,3360,0.9142857193946838
1528504925.1839728,3365,0.8444444537162781
1528504939.412566,3370,0.9210526347160339
1528504953.4631495,3375,0.9189189076423645
1528504981.565608,3385,0.9428571462631226
1528504995.5513504,3390,0.9714285731315613
1528505009.6105013,3395,0.8653846383094788
1528505037.588921,3405,0.9210526347160339
1528505051.5835922,3410,1.0
1528505065.844123,3415,0.9090909361839294
1528505079.8000813,3420,0.9285714030265808
1528505093.893459,3425,1.0
1528505108.1001863,3430,0.9583333134651184
1528505135.8528566,3440,1.0
1528505149.9462795,3445,1.0
1528505247.117899,3480,1.0
1528505288.96295,3495,0.9642857313156128
1528505303.1488738,3500,1.0
1528505317.0574288,3505,1.0
1528505345.419474,3515,1.0
1528505387.4011514,3530,0.9545454382896423
1528505415.426005,3540,1.0
1528505443.2799158,3550,1.0
1528505499.385031,3570,1.0
1528505555.6579623,3590,0.9444444179534912
1528505569.7898448,3595,0.949999988079071
1528505597.6396964,3605,0.9523809552192688
1528505611.7126474,3610,1.0
1528505625.5704648,3615,1.0
1528505639.4695156,3620,1.0
1528505653.566335,3625,1.0
1528505723.575776,3650,1.0
1528505807.4252977,3680,1.0
1528505835.353541,3690,1.0
1528505849.2662928,3695,1.0
1528505863.5613725,3700,1.0
1528505877.4193962,3705,1.0
1528505905.5245707,3715,1.0
1528505947.6871119,3730,1.0
1528505961.455103,3735,1.0
1528506001.4487298,3750,0.7303921580314636
1528506015.6200376,3755,0.6261980533599854
1528506029.7201338,3760,0.654321014881134
1528506057.6384907,3770,0.7149532437324524
1528506086.1137903,3780,0.704081654548645
1528506169.8741853,3810,0.7210884094238281
1528506212.125293,3825,0.8267716765403748
1528506225.9268517,3830,0.7799999713897705
