Wall time,Step,Value
1528495555.490335,25,0.4628712832927704
1528495570.323884,30,0.41847825050354004
1528495631.1624079,50,0.3775252401828766
1528495646.337431,55,0.46043166518211365
1528495676.054673,65,0.5133135914802551
1528495690.6925094,70,0.578125
1528495705.4762754,75,0.5022830963134766
1528495748.834888,90,0.38204225897789
1528495763.1987205,95,0.48653846979141235
1528495777.8653948,100,0.47101449966430664
1528495835.8425958,120,0.5665137767791748
1528495966.417978,165,0.510869562625885
1528496010.1669118,180,0.5116822719573975
1528496068.3840094,200,0.5833333134651184
1528496096.912092,210,0.40662649273872375
1528496125.710849,220,0.5775862336158752
1528496140.1507263,225,0.477011501789093
1528496169.0678875,235,0.3909091055393219
1528496197.8935685,245,0.6007462739944458
1528496212.2442536,250,0.4517543911933899
1528496255.3947902,265,0.43518519401550293
1528496270.0725496,270,0.3877550959587097
1528496284.5952299,275,0.4508928656578064
1528496299.0696776,280,0.43661972880363464
1528496313.3626382,285,0.5487805008888245
1528496371.4012308,305,0.5691489577293396
1528496400.4854362,315,0.3529411852359772
1528496429.6570387,325,0.4227272868156433
1528496444.0287442,330,0.406862735748291
1528496458.2069745,335,0.3076923191547394
1528496472.5724275,340,0.380952388048172
1528496515.9346,355,0.554347813129425
1528496530.27146,360,0.4453125
1528496544.8459024,365,0.5208333134651184
1528496559.0425804,370,0.5290697813034058
1528496631.1342447,395,0.3187499940395355
1528496703.3692122,420,0.4632352888584137
1528496717.7530534,425,0.3513513505458832
1528496746.6788354,435,0.41428571939468384
1528496761.1192899,440,0.43382352590560913
1528496775.6098545,445,0.4568965435028076
1528496847.8795877,470,0.4375
1528496964.2185566,510,0.4642857015132904
1528497007.4324837,525,0.25833332538604736
1528497021.6556313,530,0.4553571343421936
1528497122.4787602,565,0.44736841320991516
1528497165.4377573,580,0.3815789520740509
1528497194.5151632,590,0.4305555522441864
1528497281.381824,620,0.4861111044883728
1528497295.7924376,625,0.692307710647583
1528497310.4848876,630,0.3095238208770752
1528497353.8018565,645,0.484375
1528497367.970084,650,0.4852941036224365
1528497469.5184987,685,0.390625
1528497498.3866844,695,0.4583333432674408
1528497527.3628025,705,0.5208333134651184
1528497541.5556662,710,0.2708333432674408
1528497555.9660828,715,0.4821428656578064
1528497570.6516144,720,0.4166666567325592
1528497656.6731925,750,0.4000000059604645
1528497726.4528165,775,0.4776119291782379
1528497755.4134467,785,0.45698925852775574
1528497770.1596632,790,0.42369478940963745
1528497784.6321976,795,0.46212121844291687
1528497828.3864586,810,0.4242021143436432
1528497871.7493527,825,0.5122950673103333
1528497900.7794883,835,0.47826087474823
1528497915.1717894,840,0.5066666603088379
1528497958.4343064,855,0.45494186878204346
1528498030.902366,880,0.48924732208251953
1528498045.2613056,885,0.42307692766189575
