Wall time,Step,Value
1528495553.6392539,25,0.5829145908355713
1528495568.6879983,30,0.40909090638160706
1528495629.3157945,50,0.40294116735458374
1528495644.080822,55,0.23110465705394745
1528495673.7800205,65,0.44558823108673096
1528495688.472928,70,0.40843021869659424
1528495703.279228,75,0.35169491171836853
1528495746.390524,90,0.3911290466785431
1528495760.8448927,95,0.39726027846336365
1528495775.202491,100,0.35305342078208923
1528495831.823501,120,0.3162393271923065
1528495960.9796994,165,0.4016853868961334
1528496003.5892284,180,0.3580246865749359
1528496060.0439003,200,0.21875
1528496088.3415065,210,0.34567901492118835
1528496116.5945961,220,0.6483050584793091
1528496130.5923743,225,0.34859153628349304
1528496159.213306,235,0.2232142835855484
1528496187.6902966,245,0.3384615480899811
1528496201.810304,250,0.35087719559669495
1528496244.470548,265,0.341269850730896
1528496258.7018175,270,0.41044774651527405
1528496272.9853187,275,0.3870967626571655
1528496287.1637723,280,0.5657894611358643
1528496301.5305204,285,0.6581632494926453
1528496358.7018101,305,0.3100000023841858
1528496387.1425102,315,0.3265306055545807
1528496415.1853125,325,0.27450981736183167
1528496429.5594745,330,0.45108696818351746
1528496443.5757678,335,0.29385966062545776
1528496457.9786222,340,0.4943181872367859
1528496500.219578,355,0.34756097197532654
1528496514.1071157,360,0.5138888955116272
1528496528.1839106,365,0.2867647111415863
1528496542.1436017,370,0.3513513505458832
1528496612.887534,395,0.3586956560611725
1528496683.9034338,420,0.3125
1528496698.1845174,425,0.3400000035762787
1528496726.7863226,435,0.3863636255264282
1528496740.9275424,440,0.2750000059604645
1528496755.2094615,445,0.4545454680919647
1528496826.5401695,470,0.3695652186870575
1528496940.147686,510,0.6833333373069763
1528496982.4046795,525,0.34210526943206787
1528496996.331648,530,0.380952388048172
1528497095.0491364,565,0.5199999809265137
1528497137.7185626,580,0.43478259444236755
1528497166.051625,590,0.4375
1528497250.4460323,620,0.6071428656578064
1528497264.4485664,625,0.1875
1528497278.4936326,630,0.203125
1528497321.0072598,645,0.46052631735801697
1528497335.0112627,650,0.421875
1528497433.8563192,685,0.21153846383094788
1528497462.2714067,695,0.19230769574642181
1528497490.8546176,705,0.3499999940395355
1528497505.2229455,710,0.06818182021379471
1528497519.272094,715,0.5
1528497533.197792,720,0.22499999403953552
1528497618.1861358,750,0.3636363744735718
1528497689.0100887,775,0.16225960850715637
1528497717.1126225,785,0.356217622756958
1528497731.4606547,790,0.36299434304237366
1528497745.604245,795,0.36243385076522827
1528497788.5544157,810,0.40121951699256897
1528497831.3559353,825,0.3232044279575348
1528497860.0632207,835,0.489130437374115
1528497874.3491116,840,0.4938271641731262
1528497917.1786783,855,0.2902098000049591
1528497987.4311247,880,0.4166666567325592
1528498001.6513062,885,0.37061402201652527
1528498015.9238591,890,0.2863636314868927
1528498044.288691,900,0.4073275923728943
1528498086.9151714,915,0.3928571343421936
1528498115.057414,925,0.3100000023841858
1528498129.0857186,930,0.47159090638160706
1528498157.7457483,940,0.2986111044883728
1528498185.7779691,950,0.39666667580604553
1528498199.982286,955,0.4506172835826874
1528498298.9061494,990,0.2537313401699066
1528498412.7179701,1030,0.42578125
1528498426.7309806,1035,0.4423076808452606
1528498441.1653411,1040,0.4196428656578064
1528498498.26378,1060,0.3035714328289032
1528498540.6005583,1075,0.5240384340286255
1528498582.7122004,1090,0.2393617033958435
1528498639.0484524,1110,0.3359375
1528498653.0859654,1115,0.20930232107639313
1528498681.06446,1125,0.45967742800712585
1528498709.2873971,1135,0.23404255509376526
1528498737.4704623,1145,0.4568965435028076
1528498780.0252314,1160,0.34210526943206787
1528498794.1663349,1165,0.44871795177459717
